Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
2023-11-13 04:00:00,35.125,370.855,3.115,43.94,19.205,37.215,16.965,0.65,15.9275,5.72,0.5575,31.0525,62.14,2.1967857,281.69177,0.0,,326.8,Very Poor,Thane
2024-01-18 11:00:00,153.0425,265.42,1.7375,25.6225,14.3775,13.84,27.7425,0.47,85.535,5.5425,5.75,29.7025,91.105,0.87,200.8275,443.375,,326.2,Very Poor,Thane
2023-11-16 02:00:00,152.69,204.12,0.79,39.21,21.12,24.2,14.6875,0.58,9.2225,25.1175,1.8875,30.775,63.345,18.4375,291.53,0.0,,325.9,Very Poor,Thane
2023-11-11 22:00:00,151.125,159.5875,28.465,79.325,64.27,48.6225,7.4175,0.99,31.79,12.04,3.265,32.115,57.4075,0.425,73.9725,0.0,,324.7,Very Poor,Thane
2024-01-28 11:00:00,151.0625,283.21,2.84,33.9675,19.6225,17.53,35.9775,0.83,93.085,3.6325,4.41,34.29,30.0025,0.9425,200.305,428.625,,324.7,Very Poor,Thane
2024-02-04 22:00:00,151.0375,168.3625,1.9325,63.93,34.5475,24.04,9.73,1.11,29.8775,2.5475,6.8725,28.0375,54.025,0.995,61.7225,0.0,,324.6,Very Poor,Thane
2023-11-13 03:00:00,42.4125,368.4725,2.9975,49.3975,21.9625,42.775,17.9125,0.75,15.4525,5.93,0.665,31.075,63.15,2.22,285.31,0.0,,323.9,Very Poor,Thane
2024-01-19 09:00:00,150.12,254.28,3.8025,35.98,21.4475,18.06,22.05,1.1725,38.315,6.4825,5.9625,24.845,,0.4625,177.2225,173.05,,323.9,Very Poor,Thane
2025-01-15 13:00:00,149.88,251.315,1.9725,43.75,24.4375,10.8775,11.535,0.7725,135.92,8.4625,51.7025,31.1575,52.9175,0.6175,180.07,231.125,,323.8,Very Poor,Thane
2024-01-29 11:00:00,149.7125,276.9375,2.8125,31.685,18.4075,,31.63,0.7175,72.46,3.8025,4.025,33.94,25.3525,0.975,205.4725,415.2,,323.6,Very Poor,Thane
2024-02-01 09:00:00,149.3325,241.0,11.61,43.66,31.7225,25.47,42.63,0.915,17.8775,10.7525,10.52,27.03,49.385,0.7275,164.5,197.85,,323.3,Very Poor,Thane
2024-01-22 22:00:00,149.1125,267.1175,18.2175,76.1725,54.005,36.1625,16.25,0.7375,7.145,3.9725,11.5075,25.3,53.39,0.635,110.585,0.0,,323.2,Very Poor,Thane
2024-02-04 06:00:00,148.775,160.2025,2.7775,43.0125,24.3025,20.0225,16.9775,1.1075,10.6125,4.2825,4.5925,23.44,66.8225,1.1025,50.6925,0.0,,322.9,Very Poor,Thane
2024-02-05 00:00:00,148.31,189.68,5.0875,76.84,43.8225,29.6225,7.27,0.6725,11.3025,2.675,8.4225,27.8275,50.625,0.4675,185.675,0.0,,322.6,Very Poor,Thane
2024-01-26 08:00:00,147.685,248.8175,3.0975,37.35,21.6,18.275,36.605,0.9875,17.5,8.33,7.32,21.93,59.28,0.805,81.8425,44.375,,322.1,Very Poor,Thane
2024-01-31 10:00:00,147.5125,233.87,2.225,36.81,20.6175,18.55,38.645,1.0575,69.82,7.5025,8.91,29.9925,42.6175,0.795,179.8925,318.375,,322.0,Very Poor,Thane
2024-01-28 09:00:00,147.1425,267.1,10.9025,51.76,35.3825,27.85,50.23,1.3225,21.0275,9.9675,7.9775,27.725,46.425,0.4925,184.2875,179.875,,321.7,Very Poor,Thane
2024-01-19 08:00:00,146.8775,257.3825,3.36,31.8775,18.95,17.2275,13.05,1.3,20.31,8.725,8.3375,22.0675,,0.69,99.7175,40.5,,321.5,Very Poor,Thane
2025-08-19 11:00:00,5.4183,7.1023,0.24,4.46,2.3325,2.585,1.2025,0.2325,6.0125,5.0075,10.2325,23.9575,93.145,1.065,301.9525,1.25,,11.6,Good,Thane
